fact_id	year	kecamatan_id	kecamatan	sector_id	sector_name	umkm_count	employment_est	estimated_revenue_million_idr	digital_adoption_pct	formalization_rate_pct	data_status
180	2021	BATAM-BTK	Batam Kota	SEK-RIT	Retail & Perdagangan	452	1051	46255,9	36,3	33,5	Derived from fact_umkm_kelurahan_sector
181	2021	BATAM-GLG	Galang	SEK-DIG	Digital & Kreatif	16	24	2156,8	72,5	41,1	Derived from fact_umkm_kelurahan_sector
182	2021	BATAM-GLG	Galang	SEK-FAS	Fashion & Aksesoris	18	34	1370,6	56,3	38,4	Derived from fact_umkm_kelurahan_sector
183	2021	BATAM-GLG	Galang	SEK-JAS	Jasa Personal	23	38	1607,7	47,3	37,2	Derived from fact_umkm_kelurahan_sector
184	2021	BATAM-GLG	Galang	SEK-KER	Kerajinan & Souvenir	16	25	938,4	50,8	38,1	Derived from fact_umkm_kelurahan_sector
185	2021	BATAM-GLG	Galang	SEK-KUL	Kuliner & Makanan	30	79	2808	41,7	35,6	Derived from fact_umkm_kelurahan_sector
186	2021	BATAM-GLG	Galang	SEK-LOG	Transportasi & Logistik Mikro	16	26	1417,6	50	36,4	Derived from fact_umkm_kelurahan_sector
187	2021	BATAM-GLG	Galang	SEK-OTM	Otomotif & Repair	16	26	1457,6	42,2	35	Derived from fact_umkm_kelurahan_sector
188	2021	BATAM-GLG	Galang	SEK-PAR	Pariwisata & Akomodasi Mikro	8	16	948,8	60,9	38,6	Derived from fact_umkm_kelurahan_sector
189	2021	BATAM-GLG	Galang	SEK-PRK	Perikanan & Olahan Laut	26	50	2206,6	31,7	32	Derived from fact_umkm_kelurahan_sector
190	2021	BATAM-GLG	Galang	SEK-RIT	Retail & Perdagangan	26	58	2660,6	37,3	33,4	Derived from fact_umkm_kelurahan_sector
191	2021	BATAM-LBJ	Lubuk Baja	SEK-DIG	Digital & Kreatif	78	117	10513,1	73,6	42,4	Derived from fact_umkm_kelurahan_sector
192	2021	BATAM-LBJ	Lubuk Baja	SEK-FAS	Fashion & Aksesoris	188	341	14312	54	37,6	Derived from fact_umkm_kelurahan_sector
193	2021	BATAM-LBJ	Lubuk Baja	SEK-JAS	Jasa Personal	230	424	16074,1	45,2	35,1	Derived from fact_umkm_kelurahan_sector
194	2021	BATAM-LBJ	Lubuk Baja	SEK-KER	Kerajinan & Souvenir	128	193	7508	57,6	35,4	Derived from fact_umkm_kelurahan_sector
195	2021	BATAM-LBJ	Lubuk Baja	SEK-KUL	Kuliner & Makanan	313	858	29296,8	42,3	33,6	Derived from fact_umkm_kelurahan_sector
196	2021	BATAM-LBJ	Lubuk Baja	SEK-LOG	Transportasi & Logistik Mikro	131	217	11607,6	48,9	37,4	Derived from fact_umkm_kelurahan_sector
197	2021	BATAM-LBJ	Lubuk Baja	SEK-OTM	Otomotif & Repair	96	164	8746,1	42,5	33,7	Derived from fact_umkm_kelurahan_sector
198	2021	BATAM-LBJ	Lubuk Baja	SEK-PAR	Pariwisata & Akomodasi Mikro	133	277	15768,4	60,6	39,9	Derived from fact_umkm_kelurahan_sector
199	2021	BATAM-LBJ	Lubuk Baja	SEK-PRK	Perikanan & Olahan Laut	147	261	12474,9	29,2	33,9	Derived from fact_umkm_kelurahan_sector
200	2021	BATAM-LBJ	Lubuk Baja	SEK-RIT	Retail & Perdagangan	268	621	27426	37,4	34,3	Derived from fact_umkm_kelurahan_sector
201	2021	BATAM-NGS	Nongsa	SEK-DIG	Digital & Kreatif	128	179	17252,3	72	42,4	Derived from fact_umkm_kelurahan_sector
202	2021	BATAM-NGS	Nongsa	SEK-FAS	Fashion & Aksesoris	190	351	14464,4	58,3	38,5	Derived from fact_umkm_kelurahan_sector
203	2021	BATAM-NGS	Nongsa	SEK-JAS	Jasa Personal	218	378	15235,5	45,8	34,3	Derived from fact_umkm_kelurahan_sector
204	2021	BATAM-NGS	Nongsa	SEK-KER	Kerajinan & Souvenir	111	179	6510,9	56,7	36	Derived from fact_umkm_kelurahan_sector
205	2021	BATAM-NGS	Nongsa	SEK-KUL	Kuliner & Makanan	277	736	25927,2	39,7	34,1	Derived from fact_umkm_kelurahan_sector
206	2021	BATAM-NGS	Nongsa	SEK-LOG	Transportasi & Logistik Mikro	122	186	10810,2	48,7	36,4	Derived from fact_umkm_kelurahan_sector
207	2021	BATAM-NGS	Nongsa	SEK-OTM	Otomotif & Repair	96	150	8746	41,2	33,3	Derived from fact_umkm_kelurahan_sector
208	2021	BATAM-NGS	Nongsa	SEK-PAR	Pariwisata & Akomodasi Mikro	127	249	15057,2	63	37,7	Derived from fact_umkm_kelurahan_sector
209	2021	BATAM-NGS	Nongsa	SEK-PRK	Perikanan & Olahan Laut	139	273	11796,1	29,7	29,7	Derived from fact_umkm_kelurahan_sector
210	2021	BATAM-NGS	Nongsa	SEK-RIT	Retail & Perdagangan	275	595	28142,3	36	32,6	Derived from fact_umkm_kelurahan_sector
211	2021	BATAM-SBD	Sungai Beduk	SEK-DIG	Digital & Kreatif	77	102	10378,3	69,8	39,8	Derived from fact_umkm_kelurahan_sector
212	2021	BATAM-SBD	Sungai Beduk	SEK-FAS	Fashion & Aksesoris	194	417	14768,9	56,7	40,2	Derived from fact_umkm_kelurahan_sector
213	2021	BATAM-SBD	Sungai Beduk	SEK-JAS	Jasa Personal	237	431	16563,5	46,4	35,2	Derived from fact_umkm_kelurahan_sector
214	2021	BATAM-SBD	Sungai Beduk	SEK-KER	Kerajinan & Souvenir	116	175	6804,1	50,7	36,8	Derived from fact_umkm_kelurahan_sector
215	2021	BATAM-SBD	Sungai Beduk	SEK-KUL	Kuliner & Makanan	307	844	28735,2	38,4	36,2	Derived from fact_umkm_kelurahan_sector
216	2021	BATAM-SBD	Sungai Beduk	SEK-LOG	Transportasi & Logistik Mikro	135	211	11962,2	49,3	35,7	Derived from fact_umkm_kelurahan_sector
217	2021	BATAM-SBD	Sungai Beduk	SEK-OTM	Otomotif & Repair	94	165	8563,8	41,5	34,4	Derived from fact_umkm_kelurahan_sector
218	2021	BATAM-SBD	Sungai Beduk	SEK-PAR	Pariwisata & Akomodasi Mikro	74	147	8773,3	65,7	43	Derived from fact_umkm_kelurahan_sector
219	2021	BATAM-SBD	Sungai Beduk	SEK-PRK	Perikanan & Olahan Laut	135	250	11456,6	31,4	31,2	Derived from fact_umkm_kelurahan_sector
220	2021	BATAM-SBD	Sungai Beduk	SEK-RIT	Retail & Perdagangan	289	647	29575,1	37,8	32,6	Derived from fact_umkm_kelurahan_sector
221	2021	BATAM-SGL	Sagulung	SEK-DIG	Digital & Kreatif	158	201	21295,8	71,5	40,4	Derived from fact_umkm_kelurahan_sector
222	2021	BATAM-SGL	Sagulung	SEK-FAS	Fashion & Aksesoris	401	811	30527,4	53,9	38,7	Derived from fact_umkm_kelurahan_sector
223	2021	BATAM-SGL	Sagulung	SEK-JAS	Jasa Personal	457	836	31938,9	41,8	32,5	Derived from fact_umkm_kelurahan_sector
224	2021	BATAM-SGL	Sagulung	SEK-KER	Kerajinan & Souvenir	258	411	15133,3	53,8	38,5	Derived from fact_umkm_kelurahan_sector
225	2021	BATAM-SGL	Sagulung	SEK-KUL	Kuliner & Makanan	884	2225	82742,4	40,4	32,8	Derived from fact_umkm_kelurahan_sector
226	2021	BATAM-SGL	Sagulung	SEK-LOG	Transportasi & Logistik Mikro	279	445	24721,7	52,6	35,1	Derived from fact_umkm_kelurahan_sector
227	2021	BATAM-SGL	Sagulung	SEK-OTM	Otomotif & Repair	203	326	18493,9	40,1	33,4	Derived from fact_umkm_kelurahan_sector
228	2021	BATAM-SGL	Sagulung	SEK-PAR	Pariwisata & Akomodasi Mikro	163	338	19325,4	61,3	37,3	Derived from fact_umkm_kelurahan_sector
229	2021	BATAM-SGL	Sagulung	SEK-PRK	Perikanan & Olahan Laut	295	619	25034,9	26,1	30,1	Derived from fact_umkm_kelurahan_sector
230	2021	BATAM-SGL	Sagulung	SEK-RIT	Retail & Perdagangan	786	1854	80436	37	34,2	Derived from fact_umkm_kelurahan_sector
231	2021	BATAM-SKP	Sekupang	SEK-DIG	Digital & Kreatif	111	166	14961	71,7	39,9	Derived from fact_umkm_kelurahan_sector
232	2021	BATAM-SKP	Sekupang	SEK-FAS	Fashion & Aksesoris	290	600	22077,1	56,8	37,8	Derived from fact_umkm_kelurahan_sector
233	2021	BATAM-SKP	Sekupang	SEK-JAS	Jasa Personal	334	594	23342,6	45	33,8	Derived from fact_umkm_kelurahan_sector
234	2021	BATAM-SKP	Sekupang	SEK-KER	Kerajinan & Souvenir	177	269	10382,1	53,7	37,4	Derived from fact_umkm_kelurahan_sector
235	2021	BATAM-SKP	Sekupang	SEK-KUL	Kuliner & Makanan	437	1133	40903,2	42,7	33,8	Derived from fact_umkm_kelurahan_sector
236	2021	BATAM-SKP	Sekupang	SEK-LOG	Transportasi & Logistik Mikro	306	513	27114	46,9	34,8	Derived from fact_umkm_kelurahan_sector
237	2021	BATAM-SKP	Sekupang	SEK-OTM	Otomotif & Repair	138	227	12572,5	41,9	31,6	Derived from fact_umkm_kelurahan_sector
238	2021	BATAM-SKP	Sekupang	SEK-PAR	Pariwisata & Akomodasi Mikro	120	265	14227,2	59,9	38,6	Derived from fact_umkm_kelurahan_sector
239	2021	BATAM-SKP	Sekupang	SEK-PRK	Perikanan & Olahan Laut	221	397	18754,9	30,7	31,8	Derived from fact_umkm_kelurahan_sector
240	2021	BATAM-SKP	Sekupang	SEK-RIT	Retail & Perdagangan	398	972	40729,6	37,7	33,1	Derived from fact_umkm_kelurahan_sector
241	2022	BATAM-BAJ	Batu Aji	SEK-DIG	Digital & Kreatif	129	171	18055,8	78,8	48,7	Derived from fact_umkm_kelurahan_sector
242	2022	BATAM-BAJ	Batu Aji	SEK-FAS	Fashion & Aksesoris	282	522	22293,8	62,6	43,5	Derived from fact_umkm_kelurahan_sector
243	2022	BATAM-BAJ	Batu Aji	SEK-JAS	Jasa Personal	325	580	23587,2	51,5	43,4	Derived from fact_umkm_kelurahan_sector
244	2022	BATAM-BAJ	Batu Aji	SEK-KER	Kerajinan & Souvenir	186	285	11329,6	54,1	42,1	Derived from fact_umkm_kelurahan_sector
245	2022	BATAM-BAJ	Batu Aji	SEK-KUL	Kuliner & Makanan	570	1444	55404	47,6	40,3	Derived from fact_umkm_kelurahan_sector
246	2022	BATAM-BAJ	Batu Aji	SEK-LOG	Transportasi & Logistik Mikro	200	333	18403,2	53	42,1	Derived from fact_umkm_kelurahan_sector
247	2022	BATAM-BAJ	Batu Aji	SEK-OTM	Otomotif & Repair	150	258	14191,2	43,7	39,7	Derived from fact_umkm_kelurahan_sector
248	2022	BATAM-BAJ	Batu Aji	SEK-PAR	Pariwisata & Akomodasi Mikro	161	326	19822,3	65,8	47,5	Derived from fact_umkm_kelurahan_sector
249	2022	BATAM-BAJ	Batu Aji	SEK-PRK	Perikanan & Olahan Laut	220	412	19388,1	35,1	34,3	Derived from fact_umkm_kelurahan_sector
250	2022	BATAM-BAJ	Batu Aji	SEK-RIT	Retail & Perdagangan	552	1324	58662,2	40,3	36,6	Derived from fact_umkm_kelurahan_sector
251	2022	BATAM-BAM	Batu Ampar	SEK-DIG	Digital & Kreatif	53	82	7418,3	73,9	46,9	Derived from fact_umkm_kelurahan_sector
252	2022	BATAM-BAM	Batu Ampar	SEK-FAS	Fashion & Aksesoris	134	263	10593,5	58,5	42,7	Derived from fact_umkm_kelurahan_sector
253	2022	BATAM-BAM	Batu Ampar	SEK-JAS	Jasa Personal	163	305	11830	51,9	43,2	Derived from fact_umkm_kelurahan_sector
254	2022	BATAM-BAM	Batu Ampar	SEK-KER	Kerajinan & Souvenir	81	136	4933,9	55,2	42,7	Derived from fact_umkm_kelurahan_sector
255	2022	BATAM-BAM	Batu Ampar	SEK-KUL	Kuliner & Makanan	202	540	19634,4	42,9	41,3	Derived from fact_umkm_kelurahan_sector
256	2022	BATAM-BAM	Batu Ampar	SEK-LOG	Transportasi & Logistik Mikro	136	233	12514,2	48,2	41,7	Derived from fact_umkm_kelurahan_sector
257	2022	BATAM-BAM	Batu Ampar	SEK-OTM	Otomotif & Repair	63	97	5960,2	40,9	37,7	Derived from fact_umkm_kelurahan_sector
258	2022	BATAM-BAM	Batu Ampar	SEK-PAR	Pariwisata & Akomodasi Mikro	74	156	9110,8	65,2	43,9	Derived from fact_umkm_kelurahan_sector
259	2022	BATAM-BAM	Batu Ampar	SEK-PRK	Perikanan & Olahan Laut	98	193	8636,5	34,9	38,1	Derived from fact_umkm_kelurahan_sector
260	2022	BATAM-BAM	Batu Ampar	SEK-RIT	Retail & Perdagangan	179	397	19022,8	37,6	35,3	Derived from fact_umkm_kelurahan_sector
261	2022	BATAM-BKG	Bengkong	SEK-DIG	Digital & Kreatif	114	156	15956,3	78,1	47,6	Derived from fact_umkm_kelurahan_sector
262	2022	BATAM-BKG	Bengkong	SEK-FAS	Fashion & Aksesoris	269	499	21266,1	61,7	45,7	Derived from fact_umkm_kelurahan_sector
263	2022	BATAM-BKG	Bengkong	SEK-JAS	Jasa Personal	350	628	25401,6	51,7	41,6	Derived from fact_umkm_kelurahan_sector
264	2022	BATAM-BKG	Bengkong	SEK-KER	Kerajinan & Souvenir	176	273	10720,5	57,6	42,6	Derived from fact_umkm_kelurahan_sector
265	2022	BATAM-BKG	Bengkong	SEK-KUL	Kuliner & Makanan	618	1598	60069,6	47,3	41,4	Derived from fact_umkm_kelurahan_sector
266	2022	BATAM-BKG	Bengkong	SEK-LOG	Transportasi & Logistik Mikro	183	323	16839	55,9	41,4	Derived from fact_umkm_kelurahan_sector
267	2022	BATAM-BKG	Bengkong	SEK-OTM	Otomotif & Repair	145	242	13718,2	40,2	40,5	Derived from fact_umkm_kelurahan_sector
268	2022	BATAM-BKG	Bengkong	SEK-PAR	Pariwisata & Akomodasi Mikro	152	322	18714,3	68	44,7	Derived from fact_umkm_kelurahan_sector
269	2022	BATAM-BKG	Bengkong	SEK-PRK	Perikanan & Olahan Laut	208	394	18330,7	30,3	40,2	Derived from fact_umkm_kelurahan_sector
270	2022	BATAM-BKG	Bengkong	SEK-RIT	Retail & Perdagangan	538	1112	57174,4	42,4	37,5	Derived from fact_umkm_kelurahan_sector
271	2022	BATAM-BLG	Bulang	SEK-DIG	Digital & Kreatif	12	17	1679,4	72,3	44,5	Derived from fact_umkm_kelurahan_sector
272	2022	BATAM-BLG	Bulang	SEK-FAS	Fashion & Aksesoris	12	23	948,6	56	44	Derived from fact_umkm_kelurahan_sector
273	2022	BATAM-BLG	Bulang	SEK-JAS	Jasa Personal	14	25	1016,2	47	40,8	Derived from fact_umkm_kelurahan_sector
274	2022	BATAM-BLG	Bulang	SEK-KER	Kerajinan & Souvenir	12	18	730,8	55,7	41	Derived from fact_umkm_kelurahan_sector
275	2022	BATAM-BLG	Bulang	SEK-KUL	Kuliner & Makanan	21	53	2041,2	44,2	39,8	Derived from fact_umkm_kelurahan_sector
276	2022	BATAM-BLG	Bulang	SEK-LOG	Transportasi & Logistik Mikro	12	22	1104	56,7	41,4	Derived from fact_umkm_kelurahan_sector
277	2022	BATAM-BLG	Bulang	SEK-OTM	Otomotif & Repair	12	20	1135,2	42,2	41,6	Derived from fact_umkm_kelurahan_sector
278	2022	BATAM-BLG	Bulang	SEK-PAR	Pariwisata & Akomodasi Mikro	12	25	1477,2	66,5	45,6	Derived from fact_umkm_kelurahan_sector
279	2022	BATAM-BLG	Bulang	SEK-PRK	Perikanan & Olahan Laut	19	34	1674,5	32,7	35,9	Derived from fact_umkm_kelurahan_sector
280	2022	BATAM-BLG	Bulang	SEK-RIT	Retail & Perdagangan	16	40	1700,2	39	37,6	Derived from fact_umkm_kelurahan_sector
281	2022	BATAM-BLP	Belakang Padang	SEK-DIG	Digital & Kreatif	14	17	1959,3	76,1	48,3	Derived from fact_umkm_kelurahan_sector
282	2022	BATAM-BLP	Belakang Padang	SEK-FAS	Fashion & Aksesoris	26	52	2055,4	58,8	41	Derived from fact_umkm_kelurahan_sector
283	2022	BATAM-BLP	Belakang Padang	SEK-JAS	Jasa Personal	30	52	2177,3	49,2	39,7	Derived from fact_umkm_kelurahan_sector
284	2022	BATAM-BLP	Belakang Padang	SEK-KER	Kerajinan & Souvenir	16	25	974,4	57,6	42,8	Derived from fact_umkm_kelurahan_sector
285	2022	BATAM-BLP	Belakang Padang	SEK-KUL	Kuliner & Makanan	42	115	4082,4	47,5	43,3	Derived from fact_umkm_kelurahan_sector
286	2022	BATAM-BLP	Belakang Padang	SEK-LOG	Transportasi & Logistik Mikro	17	26	1564	55,7	43,1	Derived from fact_umkm_kelurahan_sector
287	2022	BATAM-BLP	Belakang Padang	SEK-OTM	Otomotif & Repair	14	26	1324,4	45,1	39,1	Derived from fact_umkm_kelurahan_sector
288	2022	BATAM-BLP	Belakang Padang	SEK-PAR	Pariwisata & Akomodasi Mikro	14	32	1723,4	64,1	43,1	Derived from fact_umkm_kelurahan_sector
289	2022	BATAM-BLP	Belakang Padang	SEK-PRK	Perikanan & Olahan Laut	38	72	3348,8	33,9	36,7	Derived from fact_umkm_kelurahan_sector
290	2022	BATAM-BLP	Belakang Padang	SEK-RIT	Retail & Perdagangan	36	82	3826	42,4	38,4	Derived from fact_umkm_kelurahan_sector
291	2022	BATAM-BTK	Batam Kota	SEK-DIG	Digital & Kreatif	260	355	36391,6	76,1	48,5	Derived from fact_umkm_kelurahan_sector
292	2022	BATAM-BTK	Batam Kota	SEK-FAS	Fashion & Aksesoris	362	732	28618,2	60,8	42,6	Derived from fact_umkm_kelurahan_sector
293	2022	BATAM-BTK	Batam Kota	SEK-JAS	Jasa Personal	423	717	30699,6	48,2	41,3	Derived from fact_umkm_kelurahan_sector
294	2022	BATAM-BTK	Batam Kota	SEK-KER	Kerajinan & Souvenir	225	338	13705,3	54	40,2	Derived from fact_umkm_kelurahan_sector
295	2022	BATAM-BTK	Batam Kota	SEK-KUL	Kuliner & Makanan	544	1441	52876,8	47,1	42,3	Derived from fact_umkm_kelurahan_sector
296	2022	BATAM-BTK	Batam Kota	SEK-LOG	Transportasi & Logistik Mikro	235	393	21623,8	51,1	41,3	Derived from fact_umkm_kelurahan_sector
297	2022	BATAM-BTK	Batam Kota	SEK-OTM	Otomotif & Repair	178	287	16840,1	45,3	41,2	Derived from fact_umkm_kelurahan_sector
298	2022	BATAM-BTK	Batam Kota	SEK-PAR	Pariwisata & Akomodasi Mikro	203	400	24993,4	63,3	43,5	Derived from fact_umkm_kelurahan_sector
299	2022	BATAM-BTK	Batam Kota	SEK-PRK	Perikanan & Olahan Laut	262	497	23089,5	32,5	35,8	Derived from fact_umkm_kelurahan_sector
300	2022	BATAM-BTK	Batam Kota	SEK-RIT	Retail & Perdagangan	496	1175	52710,9	42	41,5	Derived from fact_umkm_kelurahan_sector
301	2022	BATAM-GLG	Galang	SEK-DIG	Digital & Kreatif	16	23	2239,2	74,9	47,8	Derived from fact_umkm_kelurahan_sector
302	2022	BATAM-GLG	Galang	SEK-FAS	Fashion & Aksesoris	21	42	1660,3	58,4	42,1	Derived from fact_umkm_kelurahan_sector
303	2022	BATAM-GLG	Galang	SEK-JAS	Jasa Personal	23	42	1669,1	49,6	43	Derived from fact_umkm_kelurahan_sector
304	2022	BATAM-GLG	Galang	SEK-KER	Kerajinan & Souvenir	16	24	974,4	56,6	44,9	Derived from fact_umkm_kelurahan_sector
305	2022	BATAM-GLG	Galang	SEK-KUL	Kuliner & Makanan	32	86	3110,4	45,9	41	Derived from fact_umkm_kelurahan_sector
306	2022	BATAM-GLG	Galang	SEK-LOG	Transportasi & Logistik Mikro	16	27	1472	52	41,2	Derived from fact_umkm_kelurahan_sector
307	2022	BATAM-GLG	Galang	SEK-OTM	Otomotif & Repair	16	26	1513,6	44,2	38,8	Derived from fact_umkm_kelurahan_sector
308	2022	BATAM-GLG	Galang	SEK-PAR	Pariwisata & Akomodasi Mikro	19	40	2339,2	64,9	44,6	Derived from fact_umkm_kelurahan_sector
309	2022	BATAM-GLG	Galang	SEK-PRK	Perikanan & Olahan Laut	29	53	2555,7	31,4	35,4	Derived from fact_umkm_kelurahan_sector
310	2022	BATAM-GLG	Galang	SEK-RIT	Retail & Perdagangan	27	63	2869,3	42,5	39,4	Derived from fact_umkm_kelurahan_sector
311	2022	BATAM-LBJ	Lubuk Baja	SEK-DIG	Digital & Kreatif	95	142	13296,9	74,7	44,3	Derived from fact_umkm_kelurahan_sector
312	2022	BATAM-LBJ	Lubuk Baja	SEK-FAS	Fashion & Aksesoris	211	436	16680,8	59,1	42,3	Derived from fact_umkm_kelurahan_sector
313	2022	BATAM-LBJ	Lubuk Baja	SEK-JAS	Jasa Personal	251	438	18216,5	46,4	42,1	Derived from fact_umkm_kelurahan_sector
314	2022	BATAM-LBJ	Lubuk Baja	SEK-KER	Kerajinan & Souvenir	131	188	7979,4	60,6	46,9	Derived from fact_umkm_kelurahan_sector
315	2022	BATAM-LBJ	Lubuk Baja	SEK-KUL	Kuliner & Makanan	329	883	31978,8	43,8	43,2	Derived from fact_umkm_kelurahan_sector
316	2022	BATAM-LBJ	Lubuk Baja	SEK-LOG	Transportasi & Logistik Mikro	146	219	13434,3	53,9	42,1	Derived from fact_umkm_kelurahan_sector
317	2022	BATAM-LBJ	Lubuk Baja	SEK-OTM	Otomotif & Repair	107	172	10123,2	46	40,5	Derived from fact_umkm_kelurahan_sector
318	2022	BATAM-LBJ	Lubuk Baja	SEK-PAR	Pariwisata & Akomodasi Mikro	202	416	24870,3	67,7	47,7	Derived from fact_umkm_kelurahan_sector
319	2022	BATAM-LBJ	Lubuk Baja	SEK-PRK	Perikanan & Olahan Laut	161	287	14188,5	33,1	39,3	Derived from fact_umkm_kelurahan_sector
320	2022	BATAM-LBJ	Lubuk Baja	SEK-RIT	Retail & Perdagangan	295	711	31350,3	43,9	40,4	Derived from fact_umkm_kelurahan_sector
321	2022	BATAM-NGS	Nongsa	SEK-DIG	Digital & Kreatif	157	220	21975	77,2	46,2	Derived from fact_umkm_kelurahan_sector
322	2022	BATAM-NGS	Nongsa	SEK-FAS	Fashion & Aksesoris	205	395	16206,5	62,4	42,5	Derived from fact_umkm_kelurahan_sector
323	2022	BATAM-NGS	Nongsa	SEK-JAS	Jasa Personal	243	389	17636	52,9	40,9	Derived from fact_umkm_kelurahan_sector
324	2022	BATAM-NGS	Nongsa	SEK-KER	Kerajinan & Souvenir	128	192	7796,7	56,7	43,1	Derived from fact_umkm_kelurahan_sector
325	2022	BATAM-NGS	Nongsa	SEK-KUL	Kuliner & Makanan	327	815	31784,4	44,2	41,3	Derived from fact_umkm_kelurahan_sector
326	2022	BATAM-NGS	Nongsa	SEK-LOG	Transportasi & Logistik Mikro	136	218	12514,1	53,6	44,7	Derived from fact_umkm_kelurahan_sector
327	2022	BATAM-NGS	Nongsa	SEK-OTM	Otomotif & Repair	102	156	9650	40,8	40,7	Derived from fact_umkm_kelurahan_sector
328	2022	BATAM-NGS	Nongsa	SEK-PAR	Pariwisata & Akomodasi Mikro	178	388	21915,3	64,9	43,5	Derived from fact_umkm_kelurahan_sector
329	2022	BATAM-NGS	Nongsa	SEK-PRK	Perikanan & Olahan Laut	157	279	13836,1	30,6	35,1	Derived from fact_umkm_kelurahan_sector
330	2022	BATAM-NGS	Nongsa	SEK-RIT	Retail & Perdagangan	286	648	30393,7	42,3	38,6	Derived from fact_umkm_kelurahan_sector
331	2022	BATAM-SBD	Sungai Beduk	SEK-DIG	Digital & Kreatif	87	140	12177,3	78,9	45,9	Derived from fact_umkm_kelurahan_sector
332	2022	BATAM-SBD	Sungai Beduk	SEK-FAS	Fashion & Aksesoris	198	335	15653,1	61,9	42,6	Derived from fact_umkm_kelurahan_sector
333	2022	BATAM-SBD	Sungai Beduk	SEK-JAS	Jasa Personal	259	473	18797,2	46,7	43	Derived from fact_umkm_kelurahan_sector
334	2022	BATAM-SBD	Sungai Beduk	SEK-KER	Kerajinan & Souvenir	132	218	8040,5	56,6	44,9	Derived from fact_umkm_kelurahan_sector
335	2022	BATAM-SBD	Sungai Beduk	SEK-KUL	Kuliner & Makanan	321	858	31201,2	44,3	40,5	Derived from fact_umkm_kelurahan_sector
336	2022	BATAM-SBD	Sungai Beduk	SEK-LOG	Transportasi & Logistik Mikro	145	231	13342,3	52,3	42,3	Derived from fact_umkm_kelurahan_sector
337	2022	BATAM-SBD	Sungai Beduk	SEK-OTM	Otomotif & Repair	101	169	9555,4	44,3	40,7	Derived from fact_umkm_kelurahan_sector
338	2022	BATAM-SBD	Sungai Beduk	SEK-PAR	Pariwisata & Akomodasi Mikro	120	265	14774,4	63,4	42,2	Derived from fact_umkm_kelurahan_sector
339	2022	BATAM-SBD	Sungai Beduk	SEK-PRK	Perikanan & Olahan Laut	161	316	14188,7	33,4	34,5	Derived from fact_umkm_kelurahan_sector
340	2022	BATAM-SBD	Sungai Beduk	SEK-RIT	Retail & Perdagangan	307	659	32625,6	39,6	43,5	Derived from fact_umkm_kelurahan_sector
341	2022	BATAM-SGL	Sagulung	SEK-DIG	Digital & Kreatif	202	317	28273,5	75,8	49,2	Derived from fact_umkm_kelurahan_sector
342	2022	BATAM-SGL	Sagulung	SEK-FAS	Fashion & Aksesoris	432	869	34152,3	62,5	43,2	Derived from fact_umkm_kelurahan_sector
343	2022	BATAM-SGL	Sagulung	SEK-JAS	Jasa Personal	532	990	38610,5	48,6	42	Derived from fact_umkm_kelurahan_sector
344	2022	BATAM-SGL	Sagulung	SEK-KER	Kerajinan & Souvenir	282	454	17177,3	57,4	42,3	Derived from fact_umkm_kelurahan_sector
345	2022	BATAM-SGL	Sagulung	SEK-KUL	Kuliner & Makanan	905	2357	87966	46,9	42,4	Derived from fact_umkm_kelurahan_sector
346	2022	BATAM-SGL	Sagulung	SEK-LOG	Transportasi & Logistik Mikro	304	498	27973	52,7	40,1	Derived from fact_umkm_kelurahan_sector
347	2022	BATAM-SGL	Sagulung	SEK-OTM	Otomotif & Repair	234	381	22138,2	46,3	41	Derived from fact_umkm_kelurahan_sector
348	2022	BATAM-SGL	Sagulung	SEK-PAR	Pariwisata & Akomodasi Mikro	259	489	31888,1	66	46	Derived from fact_umkm_kelurahan_sector
349	2022	BATAM-SGL	Sagulung	SEK-PRK	Perikanan & Olahan Laut	318	617	28024,8	33,7	38,9	Derived from fact_umkm_kelurahan_sector
350	2022	BATAM-SGL	Sagulung	SEK-RIT	Retail & Perdagangan	819	1992	87036,7	41,9	38,8	Derived from fact_umkm_kelurahan_sector
351	2022	BATAM-SKP	Sekupang	SEK-DIG	Digital & Kreatif	126	165	17636	75,5	47,5	Derived from fact_umkm_kelurahan_sector
352	2022	BATAM-SKP	Sekupang	SEK-FAS	Fashion & Aksesoris	303	612	23953,9	62	44,3	Derived from fact_umkm_kelurahan_sector
353	2022	BATAM-SKP	Sekupang	SEK-JAS	Jasa Personal	373	668	27070,8	51,9	39,6	Derived from fact_umkm_kelurahan_sector
354	2022	BATAM-SKP	Sekupang	SEK-KER	Kerajinan & Souvenir	187	300	11390,5	58,7	43,4	Derived from fact_umkm_kelurahan_sector
355	2022	BATAM-SKP	Sekupang	SEK-KUL	Kuliner & Makanan	472	1291	45878,4	44,2	39,9	Derived from fact_umkm_kelurahan_sector
356	2022	BATAM-SKP	Sekupang	SEK-LOG	Transportasi & Logistik Mikro	331	539	30457,3	52,5	42,9	Derived from fact_umkm_kelurahan_sector
357	2022	BATAM-SKP	Sekupang	SEK-OTM	Otomotif & Repair	153	251	14475,1	44,5	39,4	Derived from fact_umkm_kelurahan_sector
358	2022	BATAM-SKP	Sekupang	SEK-PAR	Pariwisata & Akomodasi Mikro	182	361	22407,7	66,2	47,5	Derived from fact_umkm_kelurahan_sector
